Cluster_1_Oligos,Cluster_10_Neurons,Cluster_14_Oligos,Cluster_14_Vascular,Cluster_14_Immune,Cluster_16_Neurons,Cluster_19_Neurons,Cluster_20_Neurons,Cluster_22_Neurons,Cluster_30_Neurons,Cluster_32_Immune,Cluster_35_Immune,Cluster_41_Astrocytes,Cluster_44_Astrocytes,Cluster_46_Vascular,Cluster_47_Ependymal,Cluster_48_Neurons,Cluster_49_Neurons,Cluster_52_Neurons,Cluster_54_Neurons,Cluster_58_Neurons,Cluster_61_Neurons,Cluster_62_Neurons,Cluster_69_Vascular,Cluster_70_Vascular,Cluster_73_Blood
0.13728965400531892,0.15622053501475305,0.0,0.0,0.0,0.0,0.0,0.0,0.12734668543595198,0.0,0.0,0.24013692716919507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22803181677033976,0.2553666289212596,0.25270970948375326
0.7962764350123214,1.0561977700574026,0.060978062496861746,0.01263038720107662,0.04979758448436958,0.037846511914737424,0.005837991716325652,0.004793490474417461,0.081423527649638,0.0,0.0,0.33192442294085045,0.022889931641545708,0.0,0.0,0.0,0.0,0.0,0.0,0.049716678742283665,0.03829816079364265,0.0,0.0,0.5565813472852372,0.6214478280864673,0.6256114777839937
1.9171272062426508,2.1455012813904077,0.16387439050138827,0.05357267588895753,0.16028401707243936,0.06760178526303662,0.10122710746356575,0.10731366998257766,0.17552980953979783,0.0,0.0,0.5489026251164532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32926090436371125,0.29456902526285444,0.0,0.0,0.5542981669451653,0.6182869806595742,0.6302563252763551
0.061397973830107255,0.04883409547018305,0.0,0.0,0.0,0.04535426056231387,0.11443847241139657,0.10863260816026929,0.08759051586612757,0.0,0.0,0.06435685183320589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350526415138413,0.1158817609657983,0.10636325612782868
2.6564594619896393,2.885994149342027,0.21945438593909714,0.07418250978558757,0.22138522156640797,0.0038297088189361284,0.005520280017962009,0.0,0.06306314964176793,0.0,0.0,1.2983783587125493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36887765218692714,0.3243585825358958,0.0,0.0,0.7351055895237385,0.8227423277961518,0.8254939752059594
0.15020107605614527,0.26859699652683955,0.05019825242016618,0.06193865712670238,0.05261856560624226,0.13770796029944712,0.2238796270273727,0.23055944751306393,0.2173106040500298,0.0,0.0,0.6068753066841742,0.02493652990495382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3883341916534464,1.5330540858637258,1.5214351570122884
2.4881274423683695,2.7641605840697068,0.2060159694337987,0.07030818196960162,0.2173830625445707,0.021852061971108838,0.018763715138294612,0.019374089942836764,0.11564877564864381,0.0,0.0,0.6039300704579724,0.010930412837957953,0.0,0.0,0.0,0.0,0.0,0.0,0.36670765284620266,0.3399296434566844,0.0,0.0,0.9479082415824315,1.0843202786888204,1.0507893611867936
1.3079542150146408,1.2477284499824286,0.06961559187168762,0.0022459156826163396,0.05946820121632271,0.06878233856528607,0.012954131355262494,0.006799983818227662,0.0633482622348614,0.0,0.0,0.31608733151706303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23483277401105965,0.21628198779263133,0.0,0.0,0.33757086316279805,0.40779894268535966,0.3870979650373827
0.3033744942017459,0.3370114934149172,0.0,0.0,0.0,0.005453414367312309,0.06674979525041239,0.07356618806816537,0.06210902937947582,0.0,0.0,0.4017848758837259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40429035582455297,0.46948300893716255,0.4614768867556319
0.09390949029594808,0.1252728349042699,0.0,0.0,0.0,0.04087885177640235,0.0,0.0,0.07435189099546666,0.0,0.0,0.08817241519631283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005788184965190568,0.0,0.0,0.0,0.13382211331106172,0.16788992216042706,0.16885430397986648
3.1596026405914563,3.4115493067885247,0.24237988678205877,0.07355731822941536,0.2478444820054259,0.0,0.0,0.0,0.044911611064427814,0.0,0.0,1.6436357111888078,0.03792791247222593,0.0,0.0,0.0,0.0,0.0,0.0,0.4494031422143726,0.39491670007373614,0.0,0.0,0.3884499017000964,0.451082625105777,0.49264885096678024
0.3621456416407336,0.394115261371211,0.0,0.0,0.0,0.0,0.005024409568619603,0.0,0.0,0.07653347910952774,0.05228474043762241,0.15447589092754274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2487003902884007,0.2932420825081893,0.27994599583543855
1.09330131799289,1.2310777284376448,0.05832060956147039,0.0013916366488094523,0.05662651060772783,0.006177829785897815,0.0,0.0,0.04362121650130105,0.0,0.0,0.3264033503060648,0.008432681236759054,0.0,0.0,0.0,0.0,0.0,0.0,0.15207989542305825,0.1337339869629985,0.0,0.0,0.6174567997402286,0.7315567188526709,0.7155346196923492
0.4657377904728447,0.4557218391075072,0.0,0.0,0.0,0.011257559260290123,0.0,0.0,0.0,0.0,0.0,0.35219036102724177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023027452575951984,0.0,0.0,0.0,0.37193906573084656,0.43578182348578776,0.41748207545004756
0.15344146046733367,0.08873856254525592,0.0,0.0,0.0,0.0,0.12849443915637224,0.12486592518341957,0.09553501428732444,0.03667774653828104,0.03786613084274004,0.5333417787284478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3065466478306077,0.36414112677312127,0.34352638063006014
0.1947358150993662,0.18380058747101016,0.0,0.0,0.0,0.023832979267615517,0.11120713659950412,0.10724966276739153,0.09267973526591769,0.0,5.881937076032684e-05,0.34241700850948276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022170770786814203,0.008441527814801897,0.0,0.0,0.4512233474325865,0.5311597253291447,0.5063972537577208
0.15834862983056006,0.21245308838919555,0.0,0.0,0.0,0.0,0.0,0.0,0.052608151472012366,0.0,0.0,0.7746447410335716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06072399201615003,0.025112879244882952,0.0,0.0,0.6381097324805954,0.7551984336979237,0.7231747273841254
0.09279688691685284,0.1390013390669099,0.0,0.0,0.0,0.0,0.0,0.0,0.060468061180624755,0.02660083644790362,0.016818596366239974,0.36715057982932164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24694019982382046,0.2782532481106891,0.27314612547786477
1.7100782245779609,1.9146984328592782,0.13021499827947955,0.031011437623669258,0.11795806931558875,0.012593555449714189,0.06864648660702521,0.061932370504570095,0.10539483713475242,0.0,0.0,0.2833669638081764,0.024634273517242067,0.0,0.0,0.0,0.0,0.0,0.0,0.22325776680736079,0.1945346619727397,0.0,0.0,0.3922294642389019,0.4381707639881144,0.4487003751210067
2.657528632630038,3.0445855646960465,0.20156211597611332,0.03961518830547306,0.20517430202372186,0.005948109134112478,0.0,0.0,0.0739144459825547,0.0,0.0,0.45073882179622937,0.041488995341924434,0.0,0.0,0.0,0.0,0.0,0.0,0.3305506734473135,0.2870199368048789,0.0,0.0,0.39430025366914145,0.46568173288935966,0.4684676958362429
0.14010053745755038,0.19975946909969308,0.0,0.0,0.0,0.0,0.017717899899119677,0.023400703716400684,0.09512154526189706,0.0,0.0,0.141836208184369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5547451778924577,0.6536347891461105,0.615429268894701
0.39057136001831694,0.4394880141179568,0.0034080564190136498,0.0,0.003253049375822381,0.04499976148989582,0.0,0.0,0.07669059307596607,0.0,0.0,0.3141821255204619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11929948357251444,0.09571015382307638,0.0,0.0,0.6387940587223325,0.7052666857335774,0.6735664004745022
0.6777301317538974,0.746762238513362,0.02675363103507558,0.010781275188151945,0.03836112101900213,0.002179405118553107,0.014609436955532878,0.0022356659300450943,0.04333001099305811,0.0,0.0,0.2662075913793859,0.00790423255691039,0.0,0.0,0.0,0.0,0.0,0.0,0.034410770503136096,0.01895860849560646,0.0,0.0,0.9386415541735241,1.0765454218671666,1.0128256411685548
0.5378794144442574,0.6043455505484742,0.0,0.0,0.0,0.0,0.024635628926310105,0.012724826861714916,0.007994075234492776,0.0,0.0,0.16113580247774675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004190033243022279,0.0,0.0,0.0,0.3117983416237422,0.34990889499145683,0.33816982120044115
0.32850347197165786,0.398554524863151,0.02534073666137876,0.02088728645980692,0.017564810278378973,0.06340539563208339,0.16106371030528158,0.16333890599125303,0.17956909097181964,0.0,0.0,0.26354133204062846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857387908357265,0.8477448381012553,0.8359521228932045
0.04498068794327553,0.11575723777021699,0.0,0.0,0.0,0.033227525076191367,0.090050903810658,0.08843803815044471,0.14974818276546117,0.0,0.0,0.09374145790655888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09511472882671432,0.11895348293792454,0.1207412533590774
1.3993213989391036,1.5587546765751485,0.10160841779723193,0.04323155420840685,0.10097199081192251,0.00795888558988686,0.007124337439725847,0.01829678400447904,0.0882395070739645,0.0,0.0,0.8373713287817646,0.04393671821765391,0.0,0.0,0.0,0.0,0.0,0.0,0.15529131102902113,0.1395458464184786,0.0,0.0,0.42551916545528967,0.4796241544784665,0.4951408076222139
0.2386062403252547,0.2850136850056104,0.0,0.0,0.0,0.09225844801308147,0.11373235267637413,0.11832009072203845,0.09162617107120533,0.0,0.0,0.185132331114259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17074548908135198,0.2091494240673132,0.1977411891325859
0.45210789431655773,0.46011534085246264,0.0,0.0,0.0,0.0,0.0,0.0,0.023643359314976076,0.0,0.0,0.3653425532550083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008778418433068008,0.004519438032493661,0.0,0.0,0.38697340728692053,0.454717068066253,0.4339461979428405
1.6833702800535506,1.9130735351357049,0.14777550575421614,0.0805502376767985,0.1482443724506418,0.0,0.0,0.0,0.03469165904334448,0.0,0.0,1.5911411530505644,0.10891286731735281,0.0,0.0,0.0,0.0,0.0008522660540677685,0.0,0.313909516314677,0.2738726048801231,0.0,0.0,0.7413067534977066,0.8084618807683881,0.8423434848899114
0.9963882433967414,1.1164657133396427,0.0840234209645061,0.038186649410599016,0.09419170382362488,0.15114572721488614,0.05267123239460361,0.06178245295085702,0.18230012835569073,0.0,0.0,0.2128833093050487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09475734859619417,0.08644730295661213,0.0,0.0,0.9685943302805672,1.1011031402034241,1.0599434241805052
0.9761636631992382,1.2894862879224473,0.13115587786539032,0.12397641750617758,0.14988524861972438,0.08609878117649361,0.0,0.0,0.11926013993941129,0.0,0.0,1.1414569909800611,0.12528019167131918,0.0,0.0,0.0,0.0,0.015981481672623588,0.0,0.11056965346880801,0.09418366883141241,0.0,0.0,1.9568169346012994,2.1386393703937383,2.1630121209332955
0.2290566211918895,0.29236674080707314,0.0,0.0,0.0028316409827104927,0.04903382455577451,0.10753978177343412,0.09085617471436402,0.1516981068898636,0.0,0.0,0.24141873931663407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039009849149499565,0.03371201317414718,0.0,0.0,0.5084758423155593,0.5669367174580647,0.5591520904843454
0.2305288622863668,0.20023688015443794,0.0,0.0,0.0,0.027964375457573354,0.09924228010600097,0.1005861117153016,0.09739806981883314,0.0,0.0,0.19901569162638214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5098519974123853,0.602870715930095,0.5840233344484173
0.712064972006323,0.7665945099436895,0.023306935236231896,0.0,0.009621351985405785,0.06570847182305084,0.0,0.0,0.11787748096842895,0.0,0.0,0.2971866256461726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12127072745025821,0.10326806234813471,0.0,0.0,0.11025944769751053,0.14852784315600662,0.15696007928081282
0.1641159528645487,0.18153132880922998,0.0,0.0,0.0,0.008867612893072141,0.0,0.0,0.06632295854137057,0.018278192082956335,0.012394954280143838,0.1855954423616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16896554196241806,0.20769395210299,0.19644085671812947
0.6299483813303459,0.748734822750681,0.08093245621824632,0.0459751984608775,0.07022685610222024,0.1994682234429825,0.130332839573407,0.1333596684729678,0.31659786872209295,0.0,0.0,0.4354118857927822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08254014479069494,0.05665058825862376,0.0,0.0,0.43963365040138613,0.5017424152726341,0.5299742152896758
0.5917519171507715,0.6458599408489752,0.021305095059825307,0.0,0.015989492134161926,0.009712385886720465,0.0899751745007667,0.09211182841812873,0.09205780036695069,0.0,0.0,0.40067509221132414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019778663610155484,0.0025305721665836167,0.0,0.0,0.32712485104695344,0.386569260150915,0.36884298800200876
1.1385456695038068,1.3072715910651584,0.10111125647174227,0.03472614459811277,0.0943580526512107,0.10831063902719687,0.0791717486976091,0.07063269522694665,0.21031281823124995,0.0,0.0,0.3500666722247341,0.0035524810525574824,0.0,0.0,0.0,0.0,0.0,0.0,0.19831083851983325,0.16761291037596246,0.0,0.0,0.4976007185257052,0.5603795386171714,0.5632210868730938
