spot_id,tau,lambda,n_celltypes,rmse
60,0.15,5,26,8.145047847287524
61,0.15,5,26,6.8523691796120465
62,0.15,5,26,8.242482758061707
63,0.15,5,26,5.527586565373595
64,0.15,5,26,12.981959364718138
65,0.15,5,26,13.612424481150128
66,0.15,5,26,6.385317631412727
67,0.15,5,26,14.889924323905099
68,0.15,5,26,6.329690803683638
69,0.15,5,26,11.4196264954478
70,0.15,5,26,7.69033589458858
71,0.15,5,26,21.83466783874324
72,0.15,5,26,12.006635628655024
73,0.15,5,26,5.217152159406991
74,0.15,5,26,11.144786851446439
75,0.15,5,26,5.18662926662108
76,0.15,5,26,18.951572800423538
77,0.15,5,26,19.501834656412843
78,0.15,5,26,14.727433146003564
79,0.15,5,26,9.56446956617917
80,0.15,5,26,13.033851441393011
81,0.15,5,26,11.814116761056766
82,0.15,5,26,5.100534124652471
83,0.15,5,26,7.568799321694724
84,0.15,5,26,6.548342297523087
85,0.15,5,26,9.746581312241474
86,0.15,5,26,9.494985332272703
87,0.15,5,26,14.867962456556144
88,0.15,5,26,18.26074315695068
89,0.15,5,26,8.171409854762986
90,0.15,5,26,7.453056058769813
91,0.15,5,26,8.381862380083412
92,0.15,5,26,9.732046929037882
93,0.15,5,26,5.434715137081385
94,0.15,5,26,13.286619050726674
95,0.15,5,26,4.16795947679125
96,0.15,5,26,7.800533388857562
97,0.15,5,26,17.741112803469512
98,0.15,5,26,10.640126076956763
99,0.15,5,26,8.384539859078744
100,0.15,5,25,5.020368365561138
101,0.15,5,26,11.399543086855855
102,0.15,5,26,6.837703167975931
103,0.15,5,26,9.227355638903134
104,0.15,5,26,13.605513166381195
105,0.15,5,26,10.505953077270293
106,0.15,5,26,8.446327432016583
107,0.15,5,26,6.218285520480399
108,0.15,5,26,9.116234129371238
109,0.15,5,26,5.731735912143716
110,0.15,5,26,8.692134071766754
111,0.15,5,26,7.0986257868584755
112,0.15,5,26,4.263458313503442
113,0.15,5,26,14.896865433680654
114,0.15,5,26,7.71090320181373
115,0.15,5,26,7.376890221107299
116,0.15,5,26,3.59444758376532
117,0.15,5,26,11.15154901685011
118,0.15,5,26,19.623844597170642
119,0.15,5,26,9.504872945686502
120,0.15,5,26,4.335859401105736
121,0.15,5,26,6.250106532912473
122,0.15,5,26,8.132034131997601
123,0.15,5,26,13.442774782149453
124,0.15,5,26,10.049393021943729
125,0.15,5,26,4.865593375164017
126,0.15,5,26,8.568203002300564
127,0.15,5,26,17.77704675096133
128,0.15,5,26,9.30386056148782
129,0.15,5,26,9.853420244230769
130,0.15,5,26,7.063333180920401
131,0.15,5,26,11.88900964942864
132,0.15,5,26,13.499337292146253
133,0.15,5,26,11.119439072332536
134,0.15,5,26,20.08288633191869
135,0.15,5,26,7.532801283188006
136,0.15,5,26,6.918284555343042
137,0.15,5,26,11.095394237578319
138,0.15,5,26,7.5363796198033475
139,0.15,5,26,6.707426672594271
140,0.15,5,26,9.877455648098293
141,0.15,5,26,9.070113959977528
142,0.15,5,26,7.617376646525758
143,0.15,5,26,10.681249365125625
144,0.15,5,26,7.190472020254867
145,0.15,5,26,12.465049185571907
146,0.15,5,26,6.478173740023518
147,0.15,5,26,5.257891234921492
148,0.15,5,26,25.930137940813353
149,0.15,5,26,9.241180031187646
150,0.15,5,26,7.403171121305029
151,0.15,5,26,4.743431811076367
152,0.15,5,26,4.814000602367069
153,0.15,5,26,4.672847222584345
154,0.15,5,26,8.754546085467544
155,0.15,5,26,14.285631641482414
156,0.15,5,26,13.101022658434827
157,0.15,5,26,5.9451211445061345
158,0.15,5,26,7.8713082784674855
159,0.15,5,26,10.218673112661168
160,0.15,5,26,7.250183755553001
161,0.15,5,26,7.896335124126654
162,0.15,5,26,5.989511063776673
163,0.15,5,26,7.607358426560579
164,0.15,5,26,7.610004450505296
165,0.15,5,26,6.532818111845856
166,0.15,5,26,8.157846538973857
167,0.15,5,26,5.900198911711563
168,0.15,5,26,9.961046925951264
169,0.15,5,26,12.495624252168303
170,0.15,5,26,10.669716758218703
171,0.15,5,26,5.041675864177233
172,0.15,5,26,17.427045179803567
173,0.15,5,26,10.309564813959575
174,0.15,5,26,5.003442686121837
175,0.15,5,26,12.46166077717233
176,0.15,5,26,10.017693825401842
177,0.15,5,26,8.568125228428393
178,0.15,5,26,21.40505006804417
179,0.15,5,26,18.336341348017537
180,0.15,5,26,15.213910108483118
181,0.15,5,26,12.66224238865591
182,0.15,5,26,9.112115783223581
183,0.15,5,26,6.257658998146589
184,0.15,5,26,3.4383843054248624
185,0.15,5,26,14.441126458199443
186,0.15,5,26,4.3858065750433886
187,0.15,5,26,9.601617868094168
188,0.15,5,26,9.787910931930996
189,0.15,5,26,5.120470355345174
190,0.15,5,26,7.595488530468961
191,0.15,5,26,9.674904804892492
192,0.15,5,25,3.94930103628786
193,0.15,5,26,7.539352054979256
194,0.15,5,26,12.246913995756199
195,0.15,5,26,12.646764358931327
196,0.15,5,26,6.174735331264352
197,0.15,5,26,6.235852720736481
198,0.15,5,26,8.472082585040054
199,0.15,5,26,16.979710258192874
200,0.15,5,26,11.198483541441654
201,0.15,5,26,8.30002907908473
202,0.15,5,26,6.010393824220974
203,0.15,5,26,9.749363213315897
204,0.15,5,26,6.260851727543368
205,0.15,5,26,5.771246840477614
206,0.15,5,26,11.534965047482382
207,0.15,5,26,6.292095921240661
208,0.15,5,26,22.585964535650017
209,0.15,5,26,23.358633890012154
210,0.15,5,26,8.900434050764384
211,0.15,5,26,13.306697996579004
212,0.15,5,26,18.120395301804187
213,0.15,5,25,6.3456766656019425
214,0.15,5,26,37.147765811674624
215,0.15,5,25,6.5132232925481475
216,0.15,5,26,19.69109767436916
217,0.15,5,26,13.430134731077306
218,0.15,5,26,12.580693429052271
219,0.15,5,26,14.12322554285379
220,0.15,5,26,18.056340293774177
221,0.15,5,26,6.447275994036057
222,0.15,5,26,7.067822671049508
223,0.15,5,26,15.663395386001818
224,0.15,5,26,7.4192846761158755
225,0.15,5,26,4.9663999358301485
226,0.15,5,25,5.7736936995621075
227,0.15,5,26,18.992103817201112
228,0.15,5,26,24.522207727905048
229,0.15,5,26,12.980223984460398
230,0.15,5,26,6.180289621745965
231,0.15,5,26,12.888497720590223
232,0.15,5,26,8.022760936705938
233,0.15,5,26,4.402835808043708
234,0.15,5,26,11.106455601468936
235,0.15,5,26,6.392248876620947
236,0.15,5,26,5.905315244474027
237,0.15,5,26,9.513980083793285
238,0.15,5,26,9.64608591897144
239,0.15,5,26,7.310047900021255
240,0.15,5,26,7.367195213601218
241,0.15,5,26,8.186131143585941
242,0.15,5,26,6.235506850339273
243,0.15,5,26,18.765321947339523
244,0.15,5,26,10.468258389635926
245,0.15,5,26,15.017730052139578
