experiment,description,tau,lambda,mean_sparsity,median_sparsity,mean_rmse,median_rmse,pct_over5_celltypes
exp1_tau_loose,LOOSE threshold,0.05,10,25.990521327014218,26.0,5.242474269554677,4.528654995064899,100.0
exp2_tau_strict,STRICT threshold,0.3,10,20.01516587677725,20.0,4.8402205765241435,4.121597735589646,99.95260663507109
exp3_lambda_weak,WEAK penalty,0.15,5,25.970142180094786,26.0,10.505381275775378,9.062038364640868,100.0
exp4_lambda_strong,STRONG penalty,0.15,50,12.577251184834124,13.0,0.7786358125986147,0.6448885764167203,99.81042654028435
